url,title,content
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/How-is-an-entity-s-PCI-DSS-compliance-impacted-by-using-third-party-service-providers-TPSPs/,How is an entity's PCI DSS compliance impacted by using third-party service providers (TPSPs)?,"When an entity (the TPSP customer) uses one or more TPSPs for functions within or related to the customer's cardholder data environment, it will impact the customer's PCI DSS compliance, specifically with PCI DSS Requirement 12.8 and with any PCI DSS requirements the TPSP is meeting on the customer's behalf."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/where-should-reports-be-sent-when-the-pfi-investigation-has-concluded-there-is-no-evidence-of-a-breach/,Where should reports be sent when the PFI investigation has concluded there is no evidence of a breach?,"<span style=""color: black"">Where the entity under investigation is a merchant, all completed work products (e.g. Preliminary and Final reports) must be distributed to all participating payment brands accepted by the merchant. Where the entity under investigation is a service provider, all completed work products must be distributed to all participating payment brands whose products the service provider handles.</span><br/><br/><span style=""color: black"">Please contact the PFI Program Manager at </span><a href=""mailto:PFI@pcisecuritystandards.org"" rel=""noopener"" target=""_blank"">PFI@pcisecuritystandards.org</a><span style=""color: black""> for further information.</span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-meaning-of-initial-pci-dss-assessment/,What is the meaning of 'initial PCI DSS assessment'?,"Where an entity is being assessed for the first time against a PCI DSS requirement with a defined timeframe, it is considered an initial PCI DSS assessment for that requirement. This means the entity has never undergone a prior assessment to that requirement, where the assessment resulted in submission of a compliance validation document (for example, an AOC, SAQ, or ROC).<br/>
<br/>
For an initial assessment against a requirement that has a defined timeframe (for example, with an activity that is to be performed once every three or six months), it is not required that the activity has been performed for every such timeframe during the previous year, if the assessor verifies that:"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-maximum-period-of-time-that-cardholder-data-can-be-stored/,What is the maximum period of time that cardholder data can be stored?,"PCI DSS does not define minimum or maximum times for which cardholder data may be stored. PCI DSS Requirement 3.1 specifies that a data retention and disposal policy must be implemented to limit data storage to that which is necessary for legal, regulatory, and/or business purposes.  It should be noted that any storage of sensitive authentication data (including full track data, card verification codes/values, and PIN block data) is prohibited after authorization per PCI DSS Requirement 3.2.<br/><br/>Whenever cardholder data is stored, it must be protected in accordance with applicable PCI DSS Requirements, including Requirements 3.4 — 3.6 (electronic storage) and 9.5 — 9.8 (storage on physical media).  Once cardholder data is no longer required, it must be securely deleted."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-pci-dss-apply-to-merchants-who-outsource-all-payment-processing-operations-and-never-store-process-or-transmit-cardholder-data/,"Does PCI DSS apply to merchants who outsource all payment processing operations and never store, process or transmit cardholder data?","PCI DSS applies to any entity that stores, processes or transmits cardholder data.<br/>
<br/>
If a merchant outsources all their payment operations, the applicable PCI DSS requirements for the protection of account data would apply to the environment(s) where the data is actually stored, processed and transmitted, such as third party service providers, payment gateways, etc. However, it is the responsibility of the merchant to ensure that the data they share with third parties is properly handled and protected - just because a merchant outsources all payment processing does not mean that the merchant won't be held responsible by their acquirer or payment brand in the event of an account data compromise.<br/>
<br/>
Additionally, the merchant's acquirer or payment brand may still require the merchant to validate their PCI DSS compliance status. For example, the merchant may be required to complete SAQ A in which the merchant attests that they have outsourced all payment processing services, do not store account data, and that they are compliant with PCI DSS Requirement 12.8. PCI DSS Requirement 12.8 states that merchants must have written agreements with their service providers that include the service provider's acknowledgement of their responsibility for securing the data in their possession, and also requires that merchants monitor their service provider's compliance at least annually.<br/>
<br/>
Merchants should check with their acquirer or payment brand to determine their compliance obligations when all payment processing is outsourced."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/do-parent-subsidiary-companies-validate-as-a-single-entity-or-as-separate-entities/,Do parent/subsidiary companies validate as a single entity or as separate entities?,"Each payment brand determines their own compliance validation requirements, which may include specific requirements for companies comprised of multiple or separate entities.   Organizations should contact their acquirer (merchant bank) and/or the payment brands directly, as applicable, to determine how to validate their compliance.  Contact information for the payment brands is in FAQ #1142 <a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/How-do-I-contact-the-payment-card-brands"" rel=""noopener"" target=""_blank"">How do I contact the payment card brands?</a>. "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-requirement-3-4-apply-to-mainframes/,Does Requirement 3.4 apply to mainframes?,"Requirement 3.4 of the PCI DSS applies to mainframes that store cardholder data. If the company has legitimate business or technical constraints to meet this or any other requirement, compensating controls may be applied. Compensating controls must be commensurate with additional risk imposed by not adhering to the original requirement. Please refer to Appendices B and C of the PCI DSS for more information on the use of compensating controls."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/if-a-p2pe-solution-is-on-pci-s-list-of-point-to-point-encryption-solutions-with-expired-validations-does-the-solution-meet-the-eligibility-criteria-for-saq-p2pe/,"If a P2PE Solution is on PCI's list of Point-to-Point Encryption Solutions with Expired Validations, does the solution meet the eligibility criteria for SAQ P2PE?","<span><span style=""color: black"">P2PE solutions on the PCI list of Point-to-Point Encryption Solutions with Expired Validations are no longer considered ""validated"" per the P2PE Program Guide.  Because these P2PE solution providers did not renew their listings in accordance with PCI SSC requirements, the validations are therefore expired. </span></span><br/><br/><span><span style=""color: black"">Merchants using an expired P2PE solution should check with their acquirer or individual payment brands about their eligibility to complete SAQ P2PE.</span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-should-a-merchant-do-if-cardholder-data-is-accidentally-received-via-an-unintended-channel/,What should a merchant do if cardholder data is accidentally received via an unintended channel?,"Merchants sometimes find themselves in a situation where a customer provides their cardholder data unsolicited via an insecure communication channel that was not intended for the purpose of capturing sensitive data.<br/><br/>In this situation, the merchant can choose to either include the channel into the scope of their cardholder data environment (CDE) and secure it according to PCI DSS, or implement measures to prevent the channel from being used for cardholder data.<br/>Some suggestions for merchants to prevent any further capture of cardholder data via unsecured methods include:"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-an-attestation-of-compliance-aoc-be-provided-to-an-assessed-entity-before-the-report-on-compliance-roc-is-finalized/,Can an Attestation of Compliance (AOC) be provided to an assessed entity before the Report on Compliance (ROC) is finalized?,"No, an Attestation of Compliance (AOC) cannot be provided to an assessed entity before the Report on Compliance (ROC) is finalized. The AOC must be completed as a declaration of the results of the assessment with the <i>Payment Card Industry Data Security Standard Requirements and Security Assessment Procedures</i> (PCI DSS).  Within ""Section 2: Report on Compliance"" of the AOC, it is stated that the AOC ""reflects the results of an onsite assessment, which is documented in an accompanying Report on Compliance (ROC)"" and there the assessor must provide the date of the assessment documented in the attestation and in the ROC, which again enforces the intent that the ROC is finalized prior to the execution of the AOC.  "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-pci-dss-apply-to-bank-account-data/,Does PCI DSS apply to bank account data?,"<span>PCI DSS applies for the protection of cardholder data (primary account number (PAN), cardholder name, service code and expiration date) and sensitive authentication data (full track data from the magnetic stripe or equivalent data on the chip, CAV2/CVC2/CVV2/CID/CVN2, and PIN/PIN block), from a payment card representing a PCI SSC Participating Payment Brand (American Express, Discover, JCB, Mastercard, UnionPay, or Visa).</span><br/><br/><span>Bank account data, such as branch identification numbers, bank account numbers, sort codes, routing numbers, etc., are not considered payment card data, and PCI DSS does not apply to this information. However, if a bank account number is also a PAN or contains the PAN, then PCI DSS applies.</span><br/><br/><span>It should also be noted that some bank account numbers may contain PAN digits. If the number of included PAN digits is in excess of the truncation formats defined by the particular payment brand (see FAQ 1091), then PCI DSS applies.</span><br/><br/><span>Even if PCI DSS does not apply to a particular account number containing elements of PAN, it is strongly recommended that the account number be protected to avoid unauthorized persons from being able to derive the full PAN from the account number.</span><br/><br/><span>Refer to FAQ 1091 for more information on truncation formats: <a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/What-are-acceptable-formats-for-truncation-of-primary-account-numbers"" rel=""noopener"" target=""_blank"">What are acceptable formats for truncation of primary account numbers?</a></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-a-qsa-need-to-be-onsite-at-the-client-s-premises-for-all-aspects-of-a-pci-dss-assessment/,Does a QSA need to be onsite at the client's premises for all aspects of a PCI DSS assessment?,"Per the QSA Qualification Requirements and QSA Program Guide, ""QSA Companies and their QSA Employees"" responsibilities in connection with the Program include, but are not limited to— Performing PCI DSS Assessments in accordance with the PCI DSS, including but not limited to— Being on-site at assessed entity during the PCI DSS Assessment.<br/>
<br/>
PCI SSC intends for on-site testing to be the norm, with the majority of PCI DSS assessment testing completed at the physical client location. Though the entire PCI DSS Assessment may not require being on-site, required validation methods like ""observe"" — meaning the assessor watches an action or views something in the environment — are difficult to complete remotely. Examples of observation subjects include personnel performing a task or process, system components performing a function or responding to input, system configurations/settings, environmental conditions and physical controls.<br/>
<br/>
Ultimately, the QSA is responsible for ensuring that any validation that is performed remotely is reasonably defendable, including that the remote validation is appropriate for the requirement being assessed and for each entity's particular implementation. For example, a QSA may request an onsite physical presence to observe physical security controls, attempting to ""open doors,"" etc. Similarly, in some cases a QSA might have a convincing case for relying on screen shots provided to the QSA by the assessed entity – for example, if the QSA defined the system sample themselves and then directed the assessed entity's employee to specific settings while sharing a screen via conference call. Alternative ways to meet the onsite objective could include QSAs engaging qualified local QSA resources to do onsite visits on their behalf if it is not feasible for the primary QSA to travel to the onsite location, in accordance with the QSA program requirements related to sub-contracting.  While most interviews should be conducted on-site, there may be scenarios where doing so may seem unreasonable and unnecessary. For example, it may not be reasonable for a QSA to fly to another country solely to conduct interviews on training in secure coding if the information obtained on-site at the primary and other locations describing the training is consistent with and supported by the answers provided by the employees by phone or video interview.<br/>
<br/>
The QSA is expected to be physically on-site for each PCI DSS Assessment, though the duration of the on-site visit will vary.  PCI SSC recognizes that outlier scenarios may exist where validation of individual requirements can be reasonably achieved remotely without on-site visit, but these are expected to be the exception and if such an approach is used, the QSA must be able to sufficiently document and defend why this approach was used for those individual requirements.<br/>
 <br/>
 "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-p2pe-products-p2pe-solutions-p2pe-components-p2pe-applications-on-the-p2pe-expired-listings-still-considered-validated-per-the-p2pe-program-guide/,"Are P2PE Products (P2PE Solutions, P2PE Components, P2PE Applications) on the P2PE Expired Listings still considered ""validated"" per the P2PE Program Guide?","<span style=""color: black"">No, they are no longer considered validated. However, please contact the payment brands regarding the use of P2PE Solutions on the P2PE Expired List (<a href=""/faq/articles/Frequently_Asked_Question/How-do-I-contact-the-payment-card-brands?q=payment+brands&amp;l=en_US&amp;fs=Search&amp;"" rel=""noopener"" style=""color: #0563c1;text-decoration: underline"" target=""_blank""><span style=""color: #00a7a7"">How do I contact the payment card brands?</span></a></span><span class=""MsoHyperlink"" style=""color: #0563c1""><span style=""text-decoration: underline""><span style=""color: #00a7a7"">)</span></span></span><span style=""color: black"">. </span><br/><br/><span style=""color: black"">As a reminder, reassessment dates shown in orange or red on the PCI SSC website for P2PE products represent products that have not been revalidated in accordance with P2PE program requirements. </span><br/><br/><span style=""color: black"">Dates in orange indicate the P2PE Product revalidation is up to 90 days overdue and dates in red indicate that the P2PE product revalidation is more than 90 days overdue. These colors and their meaning are described at the bottom of each product listings page and are defined in the P2PE Program Guide. If a P2PE Product's Listing has been in a Red status for more than 90 days, the P2PE Product will be moved to the P2PE Expired Listings. </span><br/><br/><span style=""color: black"">Refer to the P2PE v3 Program Guide for further details in the PCI SSC <a href=""https://www.pcisecuritystandards.org/document_library?category=p2pe"" rel=""noopener"" target=""_blank"">Document Library</a>.<br/><br/>You may also be interested in the following FAQs:</span><br/><br/>1483:  <span style=""color: black""><a href=""/faq/articles/Frequently_Asked_Question/If-a-P2PE-Solution-is-on-PCI-s-list-of-Point-to-Point-Encryption-Solutions-with-Expired-Validations-does-the-solution-meet-the-eligibility-criteria-for-SAQ-P2PE"" rel=""noopener"" target=""_blank"">If a P2PE Solution is on PCI's list of Point-to-Point Encryption Solutions with Expired Validations, does the solution meet the eligibility criteria for SAQ P2PE?</a></span><br/><br/><span style=""color: black"">1484:  </span><a href=""/faq/articles/Frequently_Asked_Question/If-a-P2PE-Solution-is-shown-as-red-or-orange-on-PCI-s-list-of-Validated-P2PE-Solutions-does-the-solution-meet-the-eligibility-criteria-for-SAQ-P2PE"" rel=""noopener"" target=""_blank"">If a P2PE Solution is shown as red or orange on PCI's list of Validated P2PE Solutions, does the solution meet the eligibility criteria for SAQ P2PE?</a>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/if-a-merchant-has-multiple-processing-environments-should-the-merchant-complete-multiple-saq-to-validate-their-pci-dss-compliance/,"If a merchant has multiple processing environments, should the merchant complete multiple SAQ to validate their PCI DSS compliance?","Merchants should always contact their acquirer (merchant bank), or payment brand directly to understand their compliance validation obligations, including which SAQ they may be eligible to use. Contact details for the payment brands can be found in FAQ #1142 'How do I contact the payment card brands'?<br/><br/>For multiple payment channels, it may be possible for a merchant to complete a different SAQ for each payment channel, or for a single SAQ to be used that addresses all the requirements for all channels combined. If different SAQs are used, each channel must meet the eligibility criteria for the applicable SAQ, and adequate network segmentation must be in place to isolate the different channels.<br/><br/>In all cases, details of the environment(s) covered by a SAQ must be documented in the Attestation of Compliance, Part 2: Executive Summary."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/How-does-use-of-an-expired-PTS-device-affect-my-PCI-DSS-compliance/?q=expired+devices&l=en_US&fs=Search&pn=1,How does use of an expired PTS device affect my PCI DSS compliance?,"<span><span>While PCI DSS does not require that PCI PTS-approved devices be used, some payment brands have their own requirements for using PTS-approved devices, including whether PTS devices with expired approvals may be purchased or used beyond the expiry date. The impact of using expired PTS devices should be discussed with the merchant's acquirer or the payment brand. </span></span><br/><br/><span><span>When implementing a new payment device, merchants are encouraged to review the PCI PTS listing to determine whether the device is approved to PTS and when the approval expires. Click here to see list of PTS-approved devices and their expiry dates. Note that devices with expired approvals may not be able to withstand the latest generations of attacks. Entities using expired devices should contact their acquirer or payment brand. Contact details for the payment brands can be found in FAQ #1142.</span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-difference-between-masking-and-truncation/,What is the difference between masking and truncation?,"Masking is addressed in PCI DSS Requirement 3.3, whereas truncation is one of several options specified to meet PCI DSS Requirement 3.4.<br/>
<br/>
Requirement 3.3 relates to protection of PAN where it is <b>displayed</b> on screens, paper receipts, printouts, etc., and is not to be confused with Requirement 3.4 for protection of PAN when <b>stored, processed, or transmitted</b> in files, databases, etc. <br/>
<br/>
Masking is a method of concealing a segment of a primary account number (PAN) when displayed or printed (for example, on paper receipts, reports, or computer screens), and is used when there is no business need to view the entire PAN.<br/>
<br/>
Truncation is a method of rendering a full PAN unreadable by removing a segment of PAN data and applies to PANs that are electronically stored (for example, in files, databases, etc.). <br/>
<br/>
Masking is not synonymous with truncation and these terms cannot be used interchangeably. Masking refers to the concealment of certain digits during display or printing, even when the entire PAN is stored on a system. This is different from truncation, in which the truncated digits are removed and cannot be retrieved within the system. Masked PAN could be 'unmasked', but there is no ""un-truncation"" without recreating the PAN from another source.<br/>
<br/>
Note that even if a PAN is masked when displayed, the full PAN might still be electronically stored and would need to be protected in accordance with PCI DSS Requirement 3.4.<br/>
<br/>
Entities should also be aware of any stricter requirements that may apply to displays of cardholder data, such as specific Payment Brand regulations and regulatory or legislative requirements —for example, restrictions for data displayed on point-of-sale (POS) receipts. PCI DSS does not supersede local or regional laws or other legislative requirements.<br/>
<br/>
See also the following FAQs:<br/>
<br/>
FAQ 1117: <a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/Are-truncated-Primary-Account-Numbers-PAN-required-to-be-protected-in-accordance-with-PCI-DSS"" rel=""noopener"" target=""_blank"">Are truncated Primary Account Numbers (PAN) required to be protected in accordance with PCI DSS?</a>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-saq-c-vt-replace-saq-c/,Does SAQ C-VT replace SAQ C?,"SAQ C-VT does not replace SAQ C. Each SAQ is designed to support a different type of cardholder data environment. At a high level, SAQ C is intended for merchants with payment applications connected to the Internet that are not connected to any other systems. SAQ C-VT is for merchants who manually enter a single transaction at a time into an Internet-based virtual terminal solution provided by a PCI DSS validated service provider. To be eligible for either SAQ, merchants must not have any electronic storage of cardholder data.<br/><br/>Please refer to the PCI DSS SAQ Instructions and Guidelines for more details on the different types of SAQs and eligibility criteria for each.<br/><br/>Merchants should also consult with their acquirer (merchant bank) to determine if they are eligible or required to submit an SAQ, and if so, which SAQ is appropriate for their environment."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/is-there-opportunity-to-provide-feedback-on-the-pci-council-s-standards/,Is there opportunity to provide feedback on the PCI Council's standards?,"Entities wishing to have early access and input into the PCI security standards are required to join the Council as a participating organization. Non-Participating Organizations will not have access to preliminary drafts, but may submit generic questions and comments on the Council's Web site www.pcisecuritystandards.org."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-i-combine-sections-from-different-versions-of-the-pa-dss/,Can I combine sections from different versions of the PA-DSS?,"No.  When validating payment application compliance through a Report on Validation (ROV) you may not 'combine' requirements from multiple versions of the standard — your assessment must be to one version in its entirety. Please also note that PA-DSS validations must follow the instructions in the corresponding Program Guide.  For example, applications validated under PA-DSS version 2 must use version 2.x of the PA-DSS Program Guide, and version 3.x validations must use PA-DSS Program Guide version 3.x."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/do-qsas-and-asvs-need-to-send-reports-of-compliance-rocs-or-scanning-results-to-the-pci-security-standards-council-directly/,Do QSAs and ASVs need to send reports of compliance (ROCs) or scanning results to the PCI Security Standards Council directly?,"No. QSAs and ASVs do not send reports of compliance or scanning results to the PCI Security Standards Council, and they should continue to follow the payment brand specific procedures."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-the-pci-security-standards-council-enforce-compliance/,Does the PCI Security Standards Council enforce compliance?,"No, the PCI Security Standards Council will not be replacing the individual brands' compliance programs. The individual participating payment brands will separately determine what entities must be compliant, including any brand-specific enforcement programs."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/how-does-encrypted-cardholder-data-impact-pci-dss-scope-for-third-party-service-providers/,How does encrypted cardholder data impact PCI DSS scope for third-party service providers?,"<span style=""font-family: Calibri,sans-serif""><span>Where a third-party service provider (TPSP) receives and/or stores only data encrypted by another entity, and where they do not have the ability to decrypt the data, the TPSP may be able to consider the encrypted data out of scope if the TPSP has no access to the decryption keys or to the clear-text data.</span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-council-s-guidance-on-the-use-of-sha-1/,What is the Council's guidance on the use of SHA-1?,"A number of industry standards bodies have transitioned away from allowing the use of SHA-1 in certain circumstances. For instance, as of December 31, 2013 the National Institute of Standards and Technology (NIST) has prohibited the use of SHA-1 for digital signatures. Likewise, members of the Certification Authority Browser Forum (CA/Browser Forum) have ceased issuing new SHA-1 certificates and will no longer trust code signed with a SHA-1 based digital signatures (effectively prohibiting the use of SHA-1 for code signing) after January 1, 2017. After this date, entities that have not upgraded their SSL/TLS certificates signed with SHA-1 based digital signatures could experience certificate errors, which could impact communications. For example: connections between browsers and websites, or connections to/from ATMs and payment terminals where digital certificates are used for authentication with a payment gateway.  Merchants are encouraged to contact their service providers, acquirers, and/or terminal vendors, as applicable, to update their payment terminals and websites."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-a-qualified-security-assessor-qsa-ask-an-auditor-from-the-same-company-for-example-one-conducting-a-soc-2-or-soc-3-audit-to-collect-evidence-for-a-pci-dss-assessment/,"Can a Qualified Security Assessor (QSA) ask an auditor from the same company (for example, one conducting a SOC 2 or SOC 3 audit) to collect evidence for a PCI DSS assessment?","<span style=""color: black"">Yes. However, regardless of how the QSA obtains evidence to support a PCI DSS assessment, the QSA conducting the PCI DSS assessment has the ultimate responsibility for their client's assessment and the accuracy and relevance of the information and evidence provided in the Report on Compliance and related workpapers. </span><br/><br/><span style=""color: black"">This responsibility includes that the QSA evaluates the evidence and confirms that: </span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/how-does-use-of-an-expired-pts-device-affect-my-pci-dss-compliance/,How does use of an expired PTS device affect my PCI DSS compliance?,"<span><span>While PCI DSS does not require that PCI PTS-approved devices be used, some payment brands have their own requirements for using PTS-approved devices, including whether PTS devices with expired approvals may be purchased or used beyond the expiry date. The impact of using expired PTS devices should be discussed with the merchant's acquirer or the payment brand. </span></span><br/><br/><span><span>When implementing a new payment device, merchants are encouraged to review the PCI PTS listing to determine whether the device is approved to PTS and when the approval expires. Click here to see list of PTS-approved devices and their expiry dates. Note that devices with expired approvals may not be able to withstand the latest generations of attacks. Entities using expired devices should contact their acquirer or payment brand. Contact details for the payment brands can be found in FAQ #1142.</span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/how-are-third-party-service-providers-tpsps-expected-to-demonstrate-pci-dss-compliance-for-tpsp-services-that-meet-customers-pci-dss-requirements-or-may-impact-the-security-of-a-cardholder-data-environment/,How are third-party service providers (TPSPs) expected to demonstrate PCI DSS compliance for TPSP services that meet customers’ PCI DSS requirements or may impact the security of a cardholder data environment?,"1) <b>Annual assessment: </b>TPSPs undergo an annual PCI DSS assessment(s) and provide evidence to their customers to demonstrate that they meet the applicable PCI DSS requirements, or"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-the-prioritized-approach-replace-the-pci-dss/,Does the Prioritized Approach replace the PCI DSS?,"The Prioritized Approach is not a replacement for PCI DSS; rather, it reorganizes the PCI DSS requirements into security milestones, and is designed to help organizations working towards PCI DSS compliance to identify higher-risk requirements and reduce risk to cardholder data earlier in the compliance process. The Prioritized Approach Reporting Tool also provides a means to track an entity's progress towards compliance.<br/><br/>Entities that store, process or transmit payment card data are required to maintain PCI DSS compliance as required by the payment card brands— compliance programs. "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/which-service-provider-category-should-i-use-for-part-2-of-the-pci-dss-attestation-of-compliance-aoc-for-service-providers/,Which service provider category should I use for Part 2 of the PCI DSS Attestation of Compliance (AOC) for Service Providers?,"The categories on the service provider Attestation of Compliance (AOC) are provided to assist those completing the AOC to identify their business functions as they deem appropriate and, where applicable, to categorize their services for those payment brands with service provider lists that include such categories. Because there may be different interpretations or uses of these terms in different industries or regions, PCI SSC has not provided specific definitions or criteria for these categories and each service provider is free to use them as appropriate for their particular business. If a service provider performs a function which they feel is not described in this list of categories, they may select the ""Other"" option, and enter the details of their service(s) in the appropriate field.<br/><br/>If a service provider is unsure whether a category could apply to their service, they should consult with the applicable payment brand.  Contact information for the payment brands can be found in FAQ # 1142 <a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/How-do-I-contact-the-payment-card-brands"" rel=""noopener"" target=""_blank"">How do I contact the payment card brands?</a>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/the-pa-dss-program-guide-says-application-version-numbers-may-consist-of-a-combination-of-fixed-and-variable-alphanumeric-characters-what-does-this-mean/,The PA-DSS Program Guide says application version numbers may consist of a combination of fixed and variable alphanumeric characters. What does this mean?,"Application version numbers may consist of any combination of alphanumeric characters to create a unique version, discernible from other versions of that payment application, based on the vendor's versioning methodology. The version number can be any length and can be segmented to represent different types or categories of changes.<br/> "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-devices-does-pci-dss-requirement-10-6-2-apply-to/,What devices does PCI DSS Requirement 10.6.2 apply to?,"PCI DSS defines a number of events and system types that require daily log reviews, and allows the organization to determine the log review frequency for all other in-scope events and systems that do not fall into those categories.<br/><br/>For some environments, it is possible that all in-scope systems fall under the system categories defined in Requirement 10.6.1, meaning that daily log reviews are required for all in-scope systems. In other environments, there may be many different types of system that are considered in scope, but which are not critical systems and neither store, process or transmit CHD nor provide security services to the CDE. Some possible examples could be stock-control or inventory-control systems, print servers (assuming there is no printing of CHD) or certain types of workstations. For these events or systems, the entity, as part of its annual risk assessment process, is expected to define the frequency for log reviews based on the risk to its specific environment. "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-intent-of-pci-dss-requirement-3-4-1/,What is the intent of PCI DSS Requirement 3.4.1?,"The intent of this requirement is to address the acceptability of disk encryption for rendering cardholder data unreadable. Disk encryption encrypts data stored on a computer's mass storage and automatically decrypts the information when an authorized user requests it. Disk-encryption systems intercept operating system read and write operations and carry out the appropriate cryptographic transformations without any special action by the user other than supplying a password or pass phrase at the beginning of a session. Based on these characteristics of disk encryption, to be compliant with this requirement, the disk-encryption method cannot:"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-type-of-assessor-signatures-are-allowable-for-pci-ssc-attestation-documentation/,What type of assessor signatures are allowable for PCI SSC attestation documentation?,"Attestation documents, including AOCs, AOVs, and program-related attestations, that are provided by the PCI SSC require an assessor's signature.  The assessor's signature signifies the individual has knowledge, approval, and acceptance of the document's contents.  The signature should guarantee non-repudiation.  Acceptable forms of signature currently are wet signature (performed with ink) or PCI SSC-accepted electronic/digital signature (cryptographically protected, such as under the US Federal ESIGN Act, the Uniform Electronic Transactions Act (UETA), or European Union Regulation NO 910/2014 on Electronic Identification, Authentication and Trust Services (eIDAS)).<br/>
<br/>
Please note the payment brands themselves manage their own associated compliance programs and may have their own mandates for what types of signatures they will accept. For information please contact the payment brands directly. Contact details for the payment brands can be found in FAQ #1142 <a href=""/faq/articles/Frequently_Asked_Question/How-do-I-contact-the-payment-card-brands?"" rel=""noopener"" style=""color: #0563c1;text-decoration: underline"" target=""_blank"">How do I contact the payment card brands?</a>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-the-council-have-a-mapping-between-pci-dss-and-iso-27002-formerly-iso-17799-or-other-standards/,Does the council have a mapping between PCI DSS and ISO 27002 (formerly ISO 17799) or other standards?,"There is no direct correlation between PCI DSS and ISO 27002. The ISO standards provide a framework for implementing an information security program while PCI DSS provides a baseline of technical and operational requirements for the protection of payment card data. Work performed to implement an ISO standard is a good start to becoming PCI DSS compliant, and can provide input and support for PCI DSS compliance efforts. The PCI Security Standards Council does not have a document that maps PCI DSS to other standards. However, other standards organizations may have this type of mapping available."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-i-combine-sections-from-different-versions-of-the-pci-dss/,Can I combine sections from different versions of the PCI DSS?`,"No.  When validating compliance, either through a Report on Compliance (ROC) or a self-assessment questionnaire (SAQ), requirements should not be ""combined"" from two versions of the standard ? validation must be to one version in its entirety.<br/><br/>When the PCI DSS is updated, it is understood that organizations may need time to complete their transition from a previous version to the current one.  During this transition, their environment may reflect aspects of both versions of the standard. However, when it comes to reporting and validating compliance, only one version can be used.<br/><br/>As always, entities with specific questions about how to report their compliance validation should consult with their acquirer (merchant bank) or payment brand, as applicable.."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/to-whom-should-media-inquiries-or-requests-for-interviews-about-the-pci-security-standard-council-be-directed/,To whom should media inquiries or requests for interviews about the PCI Security Standard Council be directed?,"For media inquiries or to request an interview, please send an email message to <a href=""mailto:press@pcisecuritystandards.org"" rel=""noopener"" target=""_blank""><font color=""#0000ff"">press@pcisecuritystandards.org</font></a>."
